Sphere_ID	Pseudotime
PT_Control.12h_4	12.6653824773407
PT_Control.12h_5	12.0946890486642
PT_Control.12h_6	12.9673472768879
PT_Control.12h_7	12.7044453270931
PT_Control.12h_8	14.024508003063
PT_Control.13h_1	12.9995002434329
PT_Control.13h_2	12.7374804352171
PT_Control.13h_3	13.1011979812624
PT_Control.13h_5	12.5241105657948
PT_Control.13h_6	12.9469313755741
PT_Control.13h_7	13.2576736688479
PT_Control.13h_8	13.7933526988002
PT_Control.14h_1	13.0569500663121
PT_Control.14h_2	14.5229116779264
PT_Control.14h_3	12.8779172325939
PT_Control.14h_4	13.3211750846754
PT_Control.14h_5	13.8147557361478
PT_Control.14h_6	13.1582862768464
PT_Control.14h_7	13.0269994744494
PT_Control.14h_8	12.9174590946386
PT_Control.15h_1	13.8512315684943
PT_Control.15h_2	14.1645652744455
PT_Control.15h_3	14.4008309554781
PT_Control.15h_4	14.4681959172137
PT_Control.15h_5	13.687591589365
PT_Control.15h_6	13.9151865984049
PT_Control.15h_7	14.4195741294082
PT_Control.15h_8	14.2765814251539
PT_Control.16h_1	14.7586830387059
PT_Control.16h_2	14.8003094492935
PT_Control.16h_3	16.795080514969
PT_Control.16h_4	15.2045584307778
PT_Control.16h_5	15.5830590680053
PT_Control.16h_6	14.7546800023683
PT_Control.16h_7	14.9332273142505
PT_Control.16h_8	13.8889232337935
PT_Control.17h_1	15.5628681278282
PT_Control.17h_2	16.6985367912925
PT_Control.17h_3	15.1435285318805
PT_Control.17h_4	16.2143741206718
PT_Control.17h_5	16.1119411795165
PT_Control.17h_6	15.8110009762898
PT_Control.17h_7	16.1076841959508
PT_Control.18h_1	16.1703356950432
PT_Control.18h_2	18.136265432424
PT_Control.18h_3	16.8728175677903
PT_Control.18h_4	16.5077007722053
PT_Control.18h_5	16.8856082191583
PT_Control.18h_6	17.7392363161261
PT_Control.18h_7	17.8214768191529
PT_Control.18h_8	17.891452800372
PT_Control.19h_1	17.4250386192804
PT_Control.19h_2	16.9658645642916
PT_Control.19h_3	16.9105576499244
PT_Control.19h_4	18.0060047782324
PT_Control.19h_5	17.1777797745326
PT_Control.19h_6	17.2855382543883
PT_Control.19h_7	17.558126727776
PT_Control.19h_8	17.255865106681
PT_Control.20h_1	17.2633082093107
PT_Control.20h_2	18.7268753237858
PT_Control.20h_3	20.1293557786636
PT_Control.20h_4	18.5482540359497
PT_Control.20h_5	16.940349565308
PT_Control.20h_6	18.683228918224
PT_Control.20h_7	20.7074320930885
PT_Control.20h_8	20.199744038517
PT_Control.21h_1	18.9506548550825
PT_Control.21h_2	17.7601486988044
PT_Control.21h_3	19.4875120979193
PT_Control.21h_4	19.0122591127938
PT_Control.21h_6	18.5658271339835
PT_Control.21h_7	19.5323581747745
PT_Control.21h_8	17.3098565502582
PT_Control.22h_1	21.6190032913228
PT_Control.22h_2	19.1006765425866
PT_Control.22h_3	20.2273188629289
PT_Control.22h_4	18.8214779828366
PT_Control.22h_5	18.272064726952
PT_Control.22h_6	20.0432602499467
PT_Control.22h_7	21.9641849930314
PT_Control.22h_8	19.2149694220286
PT_Sucrose.1h_1	1.27476337286629
PT_Sucrose.1h_2	1.12992856327378
PT_Sucrose.1h_3	0.0112774614338691
PT_Sucrose.1h_4	1.71029670579197
PT_Sucrose.1h_5	1.58515424618869
PT_Sucrose.1h_6	0.255552394400325
PT_Sucrose.1h_7	0.201060432861486
PT_Sucrose.1h_8	0.566929856646344
PT_Sucrose.2h_1	1.79738287299258
PT_Sucrose.2h_2	2.22769223629599
PT_Sucrose.2h_3	2.27473026313644
PT_Sucrose.2h_4	0.595822762013229
PT_Sucrose.2h_5	2.0622953959106
PT_Sucrose.2h_6	0.725046907445875
PT_Sucrose.2h_7	2.4764307269079
PT_Sucrose.2h_8	1.86213117878874
PT_Sucrose.3h_1	4.27147324533107
PT_Sucrose.3h_2	4.05563470339131
PT_Sucrose.3h_3	4.0238777330604
PT_Sucrose.3h_4	3.16451916111674
PT_Sucrose.3h_5	2.7728880664062
PT_Sucrose.3h_6	3.28218947781196
PT_Sucrose.3h_7	3.35350172126426
PT_Sucrose.3h_8	3.45866844970329
PT_Sucrose.4h_1	4.39828098754028
PT_Sucrose.4h_2	3.64572139944027
PT_Sucrose.4h_3	3.60376595801745
PT_Sucrose.4h_4	3.8735723593475
PT_Sucrose.4h_5	3.04178399760368
PT_Sucrose.4h_6	4.48717838744319
PT_Sucrose.4h_8	3.71358858446912
PT_Sucrose.5h_1	4.15592346877345
PT_Sucrose.5h_2	3.84028372666108
PT_Sucrose.5h_3	3.80503537003483
PT_Sucrose.5h_4	3.8827069784028
PT_Sucrose.5h_5	3.67023026135111
PT_Sucrose.5h_6	3.8061162649258
PT_Sucrose.5h_8	4.79388340448645
PT_Sucrose.6h_1	4.68446997396844
PT_Sucrose.6h_2	4.33425886495355
PT_Sucrose.6h_3	4.53866950378397
PT_Sucrose.6h_4	6.11928038152947
PT_Sucrose.6h_5	4.07463095917159
PT_Sucrose.6h_6	5.55938173610076
PT_Sucrose.6h_7	4.05757409019779
PT_Sucrose.6h_8	6.04572454310614
PT_Sucrose.7h_1	6.06662983147098
PT_Sucrose.7h_2	5.88925192344155
PT_Sucrose.7h_3	5.14540629180396
PT_Sucrose.7h_4	6.02246129480739
PT_Sucrose.7h_5	4.67886470330634
PT_Sucrose.7h_6	5.60491630293842
PT_Sucrose.7h_7	4.47791653973369
PT_Sucrose.7h_8	7.22958924942434
PT_Sucrose.8h_1	7.71629921825511
PT_Sucrose.8h_2	8.41805698618809
PT_Sucrose.8h_3	5.80050192558181
PT_Sucrose.8h_4	8.17818966025789
PT_Sucrose.8h_5	6.10166334241763
PT_Sucrose.8h_6	6.29821468785878
PT_Sucrose.8h_7	6.73469412900775
PT_Sucrose.8h_8	7.60064403402049
PT_Sucrose.9h_1	8.20051652812426
PT_Sucrose.9h_3	6.89130955924098
PT_Sucrose.9h_4	6.77401129757086
PT_Sucrose.9h_5	7.0108126236221
PT_Sucrose.9h_6	7.50925593584662
PT_Sucrose.9h_8	7.20492502602522
PT_Sucrose.10h_1	8.97399005426317
PT_Sucrose.10h_2	8.3619507184864
PT_Sucrose.10h_3	8.02639337392538
PT_Sucrose.10h_4	9.58878243929541
PT_Sucrose.10h_5	8.71106859869259
PT_Sucrose.10h_6	8.18950182923487
PT_Sucrose.10h_7	8.57413689903144
PT_Sucrose.10h_8	8.79169651306249
PT_Sucrose.11h_1	10.0119284019012
PT_Sucrose.11h_2	10.2083931938379
PT_Sucrose.11h_3	9.93743983306954
PT_Sucrose.11h_4	10.0928247060045
PT_Sucrose.11h_5	9.31917488767146
PT_Sucrose.11h_6	9.80589083169585
PT_Sucrose.11h_7	10.1757594613729
PT_Sucrose.11h_8	9.68275168626665
PT_Sucrose.12h_1	13.8740731682103
PT_Sucrose.12h_3	14.0036658109137
PT_Sucrose.12h_4	13.7132272658177
PT_Sucrose.12h_5	13.3778323916318
PT_Sucrose.12h_7	11.8725835352899
PT_Sucrose.12h_8	13.000071888444
PT_Sucrose.13h_2	13.9851994077558
PT_Sucrose.13h_3	15.0232572440417
PT_Sucrose.13h_6	14.2898976431077
PT_Sucrose.13h_7	14.0220575775996
PT_Sucrose.13h_8	14.436076142191
PT_Sucrose.14h_1	13.9491616961214
PT_Sucrose.14h_2	15.0925982446818
PT_Sucrose.14h_3	14.4839630474674
PT_Sucrose.14h_5	15.6381694238487
PT_Sucrose.14h_6	14.6774491559147
PT_Sucrose.14h_7	13.3329392141828
PT_Sucrose.14h_8	12.6893767029957
PT_Sucrose.15h_1	14.9641197850079
PT_Sucrose.15h_3	15.5389172226637
PT_Sucrose.15h_4	15.3160374444964
PT_Sucrose.15h_5	14.9223923974061
PT_Sucrose.15h_6	14.8244914125907
PT_Sucrose.15h_7	15.0014031699119
PT_Sucrose.15h_8	14.3783065913753
PT_Sucrose.16h_2	15.7849292910384
PT_Sucrose.16h_4	15.2711706332733
PT_Sucrose.16h_5	14.6156153858231
PT_Sucrose.16h_6	15.8592884001296
PT_Sucrose.16h_8	15.1021649852374
PT_Sucrose.17h_1	15.8036339550518
PT_Sucrose.17h_2	17.5581925147986
PT_Sucrose.17h_3	17.050493349144
PT_Sucrose.17h_4	15.8720064222416
PT_Sucrose.17h_5	15.7702361344239
PT_Sucrose.17h_6	16.0165159954568
PT_Sucrose.17h_7	16.1631543408642
PT_Sucrose.17h_8	15.9782955746568
PT_Sucrose.18h_1	16.5643254643351
PT_Sucrose.18h_4	17.0390077609548
PT_Sucrose.18h_5	17.4192043080336
PT_Sucrose.18h_7	15.7492978440559
PT_Sucrose.19h_1	17.5491265034577
PT_Sucrose.19h_3	17.9934629040656
PT_Sucrose.19h_4	15.4339834891282
PT_Sucrose.19h_5	15.7621641723862
PT_Sucrose.19h_6	16.2979746363539
PT_Sucrose.19h_7	15.8947221776466
PT_Sucrose.19h_8	17.7731653567676
PT_Sucrose.20h_1	18.5275973532839
PT_Sucrose.20h_5	16.9828371124294
PT_Sucrose.20h_6	16.2818938737962
PT_Sucrose.20h_7	18.3330387807585
PT_Sucrose.20h_8	16.9090232379897
PT_Sucrose.21h_2	15.8939802763532
PT_Sucrose.21h_3	17.6305133586382
PT_Sucrose.21h_4	15.472360927213
PT_Sucrose.21h_6	15.9909952749689
PT_Sucrose.21h_7	16.0695836139128
PT_Sucrose.21h_8	21.505465529886
PT_Sucrose.22h_1	16.8183229906117
PT_Sucrose.22h_3	15.6521636190979
PT_Sucrose.22h_5	16.7000087299241
PT_Sucrose.22h_6	16.7278968673142
PT_Sucrose.22h_7	16.0946850363273
PT_Sucrose.22h_8	19.5142752649611
